COD_MUNICIPIO_6;COD_IBGE_7;NOME_MUNICIPIO;UF;STATUS_RESOLUCAO
251020;2510204;Nova Olinda;PB;OK_API_IBGE
251030;2510303;Nova Palmeira;PB;OK_API_IBGE
251040;2510402;Olho d'Água;PB;OK_API_IBGE
251050;2510501;Olivedos;PB;OK_API_IBGE
251060;2510600;Ouro Velho;PB;OK_API_IBGE
251070;2510709;Passagem;PB;OK_API_IBGE
251080;2510808;Patos;PB;OK_API_IBGE
251090;2510907;Paulista;PB;OK_API_IBGE
251100;2511004;Pedra Branca;PB;OK_API_IBGE
251110;2511103;Pedra Lavrada;PB;OK_API_IBGE
251120;2511202;Pedras de Fogo;PB;OK_API_IBGE
251130;2511301;Piancó;PB;OK_API_IBGE
251140;2511400;Picuí;PB;OK_API_IBGE
251150;2511509;Pilar;PB;OK_API_IBGE
251170;2511707;Pilõezinhos;PB;OK_API_IBGE
251180;2511806;Pirpirituba;PB;OK_API_IBGE
251190;2511905;Pitimbu;PB;OK_API_IBGE
251200;2512002;Pocinhos;PB;OK_API_IBGE
251207;2512077;Poço de José de Moura;PB;OK_API_IBGE
251210;2512101;Pombal;PB;OK_API_IBGE
251220;2512200;Prata;PB;OK_API_IBGE
251230;2512309;Princesa Isabel;PB;OK_API_IBGE
251240;2512408;Puxinanã;PB;OK_API_IBGE
251250;2512507;Queimadas;PB;OK_API_IBGE
251260;2512606;Quixaba;PB;OK_API_IBGE
251270;2512705;Remígio;PB;OK_API_IBGE
251272;2512721;Pedro Régis;PB;OK_API_IBGE
251274;2512747;Riachão;PB;OK_API_IBGE
251280;2512804;Riacho dos Cavalos;PB;OK_API_IBGE
251290;2512903;Rio Tinto;PB;OK_API_IBGE
251300;2513000;Salgadinho;PB;OK_API_IBGE
251310;2513109;Salgado de São Félix;PB;OK_API_IBGE
251315;2513158;Santa Cecília;PB;OK_API_IBGE
251320;2513208;Santa Cruz;PB;OK_API_IBGE
251340;2513406;Santa Luzia;PB;OK_API_IBGE
251360;2513604;Santana dos Garrotes;PB;OK_API_IBGE
251370;2513703;Santa Rita;PB;OK_API_IBGE
251380;2513802;Santa Teresinha;PB;OK_API_IBGE
251390;2513901;São Bento;PB;OK_API_IBGE
251398;2513984;São Francisco;PB;OK_API_IBGE
251400;2514008;São João do Cariri;PB;OK_API_IBGE
251410;2514107;São João do Tigre;PB;OK_API_IBGE
251440;2514404;São José de Espinharas;PB;OK_API_IBGE
251450;2514503;São José de Piranhas;PB;OK_API_IBGE
251470;2514701;São José do Sabugi;PB;OK_API_IBGE
251480;2514800;São José dos Cordeiros;PB;OK_API_IBGE
251490;2514909;São Mamede;PB;OK_API_IBGE
251500;2515005;São Miguel de Taipu;PB;OK_API_IBGE
251510;2515104;São Sebastião de Lagoa de Roça;PB;OK_API_IBGE
251520;2515203;São Sebastião do Umbuzeiro;PB;OK_API_IBGE
251530;2515302;Sapé;PB;OK_API_IBGE
251540;2515401;São Vicente do Seridó;PB;OK_API_IBGE
251550;2515500;Serra Branca;PB;OK_API_IBGE
251570;2515708;Serra Grande;PB;OK_API_IBGE
251580;2515807;Serra Redonda;PB;OK_API_IBGE
251593;2515930;Sertãozinho;PB;OK_API_IBGE
251597;2515971;Sobrado;PB;OK_API_IBGE
251600;2516003;Solânea;PB;OK_API_IBGE
251610;2516102;Soledade;PB;OK_API_IBGE
251620;2516201;Sousa;PB;OK_API_IBGE
251630;2516300;Sumé;PB;OK_API_IBGE
251640;2516409;Tacima;PB;OK_API_IBGE
251650;2516508;Taperoá;PB;OK_API_IBGE
251660;2516607;Tavares;PB;OK_API_IBGE
251670;2516706;Teixeira;PB;OK_API_IBGE
251675;2516755;Tenório;PB;OK_API_IBGE
251680;2516805;Triunfo;PB;OK_API_IBGE
251690;2516904;Uiraúna;PB;OK_API_IBGE
251700;2517001;Umbuzeiro;PB;OK_API_IBGE
251710;2517100;Várzea;PB;OK_API_IBGE
251720;2517209;Vieirópolis;PB;OK_API_IBGE
260005;2600054;Abreu e Lima;PE;OK_API_IBGE
260010;2600104;Afogados da Ingazeira;PE;OK_API_IBGE
260020;2600203;Afrânio;PE;OK_API_IBGE
260030;2600302;Agrestina;PE;OK_API_IBGE
260040;2600401;Água Preta;PE;OK_API_IBGE
260050;2600500;Águas Belas;PE;OK_API_IBGE
260060;2600609;Alagoinha;PE;OK_API_IBGE
260070;2600708;Aliança;PE;OK_API_IBGE
260080;2600807;Altinho;PE;OK_API_IBGE
260090;2600906;Amaraji;PE;OK_API_IBGE
260100;2601003;Angelim;PE;OK_API_IBGE
260105;2601052;Araçoiaba;PE;OK_API_IBGE
260110;2601102;Araripina;PE;OK_API_IBGE
260120;2601201;Arcoverde;PE;OK_API_IBGE
260130;2601300;Barra de Guabiraba;PE;OK_API_IBGE
260140;2601409;Barreiros;PE;OK_API_IBGE
260150;2601508;Belém de Maria;PE;OK_API_IBGE
260160;2601607;Belém do São Francisco;PE;OK_API_IBGE
260170;2601706;Belo Jardim;PE;OK_API_IBGE
260180;2601805;Betânia;PE;OK_API_IBGE
260190;2601904;Bezerros;PE;OK_API_IBGE
260200;2602001;Bodocó;PE;OK_API_IBGE
260210;2602100;Bom Conselho;PE;OK_API_IBGE
260220;2602209;Bom Jardim;PE;OK_API_IBGE
260230;2602308;Bonito;PE;OK_API_IBGE
260240;2602407;Brejão;PE;OK_API_IBGE
260250;2602506;Brejinho;PE;OK_API_IBGE
260260;2602605;Brejo da Madre de Deus;PE;OK_API_IBGE
260270;2602704;Buenos Aires;PE;OK_API_IBGE
260280;2602803;Buíque;PE;OK_API_IBGE
260290;2602902;Cabo de Santo Agostinho;PE;OK_API_IBGE
260300;2603009;Cabrobó;PE;OK_API_IBGE
260310;2603108;Cachoeirinha;PE;OK_API_IBGE
260320;2603207;Caetés;PE;OK_API_IBGE
260330;2603306;Calçado;PE;OK_API_IBGE
260340;2603405;Calumbi;PE;OK_API_IBGE
260345;2603454;Camaragibe;PE;OK_API_IBGE
260350;2603504;Camocim de São Félix;PE;OK_API_IBGE
260360;2603603;Camutanga;PE;OK_API_IBGE
260370;2603702;Canhotinho;PE;OK_API_IBGE
260380;2603801;Capoeiras;PE;OK_API_IBGE
260390;2603900;Carnaíba;PE;OK_API_IBGE
260392;2603926;Carnaubeira da Penha;PE;OK_API_IBGE
260400;2604007;Carpina;PE;OK_API_IBGE
260410;2604106;Caruaru;PE;OK_API_IBGE
260415;2604155;Casinhas;PE;OK_API_IBGE
260420;2604205;Catende;PE;OK_API_IBGE
260430;2604304;Cedro;PE;OK_API_IBGE
260440;2604403;Chã de Alegria;PE;OK_API_IBGE
260450;2604502;Chã Grande;PE;OK_API_IBGE
260460;2604601;Condado;PE;OK_API_IBGE
260470;2604700;Correntes;PE;OK_API_IBGE
260480;2604809;Cortês;PE;OK_API_IBGE
260490;2604908;Cumaru;PE;OK_API_IBGE
260500;2605004;Cupira;PE;OK_API_IBGE
260510;2605103;Custódia;PE;OK_API_IBGE
260515;2605152;Dormentes;PE;OK_API_IBGE
260520;2605202;Escada;PE;OK_API_IBGE
260530;2605301;Exu;PE;OK_API_IBGE
260540;2605400;Feira Nova;PE;OK_API_IBGE
260545;2605459;Fernando de Noronha;PE;OK_API_IBGE
260550;2605509;Ferreiros;PE;OK_API_IBGE
260560;2605608;Flores;PE;OK_API_IBGE
260570;2605707;Floresta;PE;OK_API_IBGE
260580;2605806;Frei Miguelinho;PE;OK_API_IBGE
260590;2605905;Gameleira;PE;OK_API_IBGE
260600;2606002;Garanhuns;PE;OK_API_IBGE
260610;2606101;Glória do Goitá;PE;OK_API_IBGE
260620;2606200;Goiana;PE;OK_API_IBGE
260640;2606408;Gravatá;PE;OK_API_IBGE
260650;2606507;Iati;PE;OK_API_IBGE
260660;2606606;Ibimirim;PE;OK_API_IBGE
260670;2606705;Ibirajuba;PE;OK_API_IBGE
260680;2606804;Igarassu;PE;OK_API_IBGE
260690;2606903;Iguaracy;PE;OK_API_IBGE
260700;2607000;Inajá;PE;OK_API_IBGE
260720;2607208;Ipojuca;PE;OK_API_IBGE
260730;2607307;Ipubi;PE;OK_API_IBGE
260740;2607406;Itacuruba;PE;OK_API_IBGE
260750;2607505;Itaíba;PE;OK_API_IBGE
260760;2607604;Ilha de Itamaracá;PE;OK_API_IBGE
260765;2607653;Itambé;PE;OK_API_IBGE
260770;2607703;Itapetim;PE;OK_API_IBGE
260775;2607752;Itapissuma;PE;OK_API_IBGE
260780;2607802;Itaquitinga;PE;OK_API_IBGE
260790;2607901;Jaboatão dos Guararapes;PE;OK_API_IBGE
260795;2607950;Jaqueira;PE;OK_API_IBGE
260800;2608008;Jataúba;PE;OK_API_IBGE
260805;2608057;Jatobá;PE;OK_API_IBGE
260810;2608107;João Alfredo;PE;OK_API_IBGE
260820;2608206;Joaquim Nabuco;PE;OK_API_IBGE
260825;2608255;Jucati;PE;OK_API_IBGE
260830;2608305;Jupi;PE;OK_API_IBGE
260840;2608404;Jurema;PE;OK_API_IBGE
260845;2608453;Lagoa do Carro;PE;OK_API_IBGE
260850;2608503;Lagoa de Itaenga;PE;OK_API_IBGE
260860;2608602;Lagoa do Ouro;PE;OK_API_IBGE
260870;2608701;Lagoa dos Gatos;PE;OK_API_IBGE
260875;2608750;Lagoa Grande;PE;OK_API_IBGE
260880;2608800;Lajedo;PE;OK_API_IBGE
260890;2608909;Limoeiro;PE;OK_API_IBGE
260900;2609006;Macaparana;PE;OK_API_IBGE
260910;2609105;Machados;PE;OK_API_IBGE
260915;2609154;Manari;PE;OK_API_IBGE
260920;2609204;Maraial;PE;OK_API_IBGE
260930;2609303;Mirandiba;PE;OK_API_IBGE
260940;2609402;Moreno;PE;OK_API_IBGE
260950;2609501;Nazaré da Mata;PE;OK_API_IBGE
260960;2609600;Olinda;PE;OK_API_IBGE
260970;2609709;Orobó;PE;OK_API_IBGE
260980;2609808;Orocó;PE;OK_API_IBGE
260990;2609907;Ouricuri;PE;OK_API_IBGE
261000;2610004;Palmares;PE;OK_API_IBGE
261020;2610202;Panelas;PE;OK_API_IBGE
261030;2610301;Paranatama;PE;OK_API_IBGE
261040;2610400;Parnamirim;PE;OK_API_IBGE
261050;2610509;Passira;PE;OK_API_IBGE
261060;2610608;Paudalho;PE;OK_API_IBGE
261070;2610707;Paulista;PE;OK_API_IBGE
261080;2610806;Pedra;PE;OK_API_IBGE
261090;2610905;Pesqueira;PE;OK_API_IBGE
261100;2611002;Petrolândia;PE;OK_API_IBGE
261110;2611101;Petrolina;PE;OK_API_IBGE
261120;2611200;Poção;PE;OK_API_IBGE
261130;2611309;Pombos;PE;OK_API_IBGE
261140;2611408;Primavera;PE;OK_API_IBGE
261150;2611507;Quipapá;PE;OK_API_IBGE
261153;2611533;Quixaba;PE;OK_API_IBGE
261160;2611606;Recife;PE;OK_API_IBGE
261170;2611705;Riacho das Almas;PE;OK_API_IBGE
261180;2611804;Ribeirão;PE;OK_API_IBGE
261190;2611903;Rio Formoso;PE;OK_API_IBGE
261210;2612109;Salgadinho;PE;OK_API_IBGE
261220;2612208;Salgueiro;PE;OK_API_IBGE
261230;2612307;Saloá;PE;OK_API_IBGE
261240;2612406;Sanharó;PE;OK_API_IBGE
261245;2612455;Santa Cruz;PE;OK_API_IBGE
261247;2612471;Santa Cruz da Baixa Verde;PE;OK_API_IBGE
261250;2612505;Santa Cruz do Capibaribe;PE;OK_API_IBGE
261255;2612554;Santa Filomena;PE;OK_API_IBGE
261260;2612604;Santa Maria da Boa Vista;PE;OK_API_IBGE
261270;2612703;Santa Maria do Cambucá;PE;OK_API_IBGE
261280;2612802;Santa Terezinha;PE;OK_API_IBGE
261290;2612901;São Benedito do Sul;PE;OK_API_IBGE
261300;2613008;São Bento do Una;PE;OK_API_IBGE
261310;2613107;São Caitano;PE;OK_API_IBGE
261320;2613206;São João;PE;OK_API_IBGE
261330;2613305;São Joaquim do Monte;PE;OK_API_IBGE
261340;2613404;São José da Coroa Grande;PE;OK_API_IBGE
261350;2613503;São José do Belmonte;PE;OK_API_IBGE
261360;2613602;São José do Egito;PE;OK_API_IBGE
261370;2613701;São Lourenço da Mata;PE;OK_API_IBGE
261380;2613800;São Vicente Férrer;PE;OK_API_IBGE
261390;2613909;Serra Talhada;PE;OK_API_IBGE
261400;2614006;Serrita;PE;OK_API_IBGE
261410;2614105;Sertânia;PE;OK_API_IBGE
261420;2614204;Sirinhaém;PE;OK_API_IBGE
261430;2614303;Moreilândia;PE;OK_API_IBGE
261440;2614402;Solidão;PE;OK_API_IBGE
261450;2614501;Surubim;PE;OK_API_IBGE
261460;2614600;Tabira;PE;OK_API_IBGE
261470;2614709;Tacaimbó;PE;OK_API_IBGE
261480;2614808;Tacaratu;PE;OK_API_IBGE
261485;2614857;Tamandaré;PE;OK_API_IBGE
261500;2615003;Taquaritinga do Norte;PE;OK_API_IBGE
261510;2615102;Terezinha;PE;OK_API_IBGE
261520;2615201;Terra Nova;PE;OK_API_IBGE
261530;2615300;Timbaúba;PE;OK_API_IBGE
261540;2615409;Toritama;PE;OK_API_IBGE
261550;2615508;Tracunhaém;PE;OK_API_IBGE
261560;2615607;Trindade;PE;OK_API_IBGE
261570;2615706;Triunfo;PE;OK_API_IBGE
261580;2615805;Tupanatinga;PE;OK_API_IBGE
261590;2615904;Tuparetama;PE;OK_API_IBGE
261600;2616001;Venturosa;PE;OK_API_IBGE
261610;2616100;Verdejante;PE;OK_API_IBGE
261618;2616183;Vertente do Lério;PE;OK_API_IBGE
261620;2616209;Vertentes;PE;OK_API_IBGE
261630;2616308;Vicência;PE;OK_API_IBGE
261640;2616407;Vitória de Santo Antão;PE;OK_API_IBGE
261650;2616506;Xexéu;PE;OK_API_IBGE
270010;2700102;Água Branca;AL;OK_API_IBGE
270020;2700201;Anadia;AL;OK_API_IBGE
270030;2700300;Arapiraca;AL;OK_API_IBGE
270040;2700409;Atalaia;AL;OK_API_IBGE
270050;2700508;Barra de Santo Antônio;AL;OK_API_IBGE
270060;2700607;Barra de São Miguel;AL;OK_API_IBGE
270070;2700706;Batalha;AL;OK_API_IBGE
270080;2700805;Belém;AL;OK_API_IBGE
270090;2700904;Belo Monte;AL;OK_API_IBGE
270100;2701001;Boca da Mata;AL;OK_API_IBGE
270110;2701100;Branquinha;AL;OK_API_IBGE
270120;2701209;Cacimbinhas;AL;OK_API_IBGE
270130;2701308;Cajueiro;AL;OK_API_IBGE
270135;2701357;Campestre;AL;OK_API_IBGE
270140;2701407;Campo Alegre;AL;OK_API_IBGE
270150;2701506;Campo Grande;AL;OK_API_IBGE
270160;2701605;Canapi;AL;OK_API_IBGE
270170;2701704;Capela;AL;OK_API_IBGE
270180;2701803;Carneiros;AL;OK_API_IBGE
270190;2701902;Chã Preta;AL;OK_API_IBGE
270200;2702009;Coité do Nóia;AL;OK_API_IBGE
270210;2702108;Colônia Leopoldina;AL;OK_API_IBGE
270220;2702207;Coqueiro Seco;AL;OK_API_IBGE
270230;2702306;Coruripe;AL;OK_API_IBGE
270235;2702355;Craíbas;AL;OK_API_IBGE
270240;2702405;Delmiro Gouveia;AL;OK_API_IBGE
270250;2702504;Dois Riachos;AL;OK_API_IBGE
270255;2702553;Estrela de Alagoas;AL;OK_API_IBGE
270260;2702603;Feira Grande;AL;OK_API_IBGE
270280;2702801;Flexeiras;AL;OK_API_IBGE
270290;2702900;Girau do Ponciano;AL;OK_API_IBGE
270300;2703007;Ibateguara;AL;OK_API_IBGE
270310;2703106;Igaci;AL;OK_API_IBGE
270320;2703205;Igreja Nova;AL;OK_API_IBGE
270330;2703304;Inhapi;AL;OK_API_IBGE
270340;2703403;Jacaré dos Homens;AL;OK_API_IBGE
270350;2703502;Jacuípe;AL;OK_API_IBGE
270360;2703601;Japaratinga;AL;OK_API_IBGE
270370;2703700;Jaramataia;AL;OK_API_IBGE
270375;2703759;Jequiá da Praia;AL;OK_API_IBGE
270380;2703809;Joaquim Gomes;AL;OK_API_IBGE
270390;2703908;Jundiá;AL;OK_API_IBGE
270400;2704005;Junqueiro;AL;OK_API_IBGE
270410;2704104;Lagoa da Canoa;AL;OK_API_IBGE
270420;2704203;Limoeiro de Anadia;AL;OK_API_IBGE
270430;2704302;Maceió;AL;OK_API_IBGE
270440;2704401;Major Isidoro;AL;OK_API_IBGE
270450;2704500;Maragogi;AL;OK_API_IBGE
270460;2704609;Maravilha;AL;OK_API_IBGE
270470;2704708;Marechal Deodoro;AL;OK_API_IBGE
270480;2704807;Maribondo;AL;OK_API_IBGE
270490;2704906;Mar Vermelho;AL;OK_API_IBGE
270500;2705002;Mata Grande;AL;OK_API_IBGE
270510;2705101;Matriz de Camaragibe;AL;OK_API_IBGE
270520;2705200;Messias;AL;OK_API_IBGE
270530;2705309;Minador do Negrão;AL;OK_API_IBGE
270540;2705408;Monteirópolis;AL;OK_API_IBGE
270550;2705507;Murici;AL;OK_API_IBGE
270560;2705606;Novo Lino;AL;OK_API_IBGE
270570;2705705;Olho d'Água das Flores;AL;OK_API_IBGE
270580;2705804;Olho d'Água do Casado;AL;OK_API_IBGE
270600;2706000;Olivença;AL;OK_API_IBGE
270610;2706109;Ouro Branco;AL;OK_API_IBGE
270620;2706208;Palestina;AL;OK_API_IBGE
270630;2706307;Palmeira dos Índios;AL;OK_API_IBGE
270640;2706406;Pão de Açúcar;AL;OK_API_IBGE
270642;2706422;Pariconha;AL;OK_API_IBGE
270644;2706448;Paripueira;AL;OK_API_IBGE
270650;2706505;Passo de Camaragibe;AL;OK_API_IBGE
270660;2706604;Paulo Jacinto;AL;OK_API_IBGE
270670;2706703;Penedo;AL;OK_API_IBGE
270680;2706802;Piaçabuçu;AL;OK_API_IBGE
270690;2706901;Pilar;AL;OK_API_IBGE
270710;2707107;Piranhas;AL;OK_API_IBGE
270720;2707206;Poço das Trincheiras;AL;OK_API_IBGE
270730;2707305;Porto Calvo;AL;OK_API_IBGE
270740;2707404;Porto de Pedras;AL;OK_API_IBGE
270750;2707503;Porto Real do Colégio;AL;OK_API_IBGE
270760;2707602;Quebrangulo;AL;OK_API_IBGE
270770;2707701;Rio Largo;AL;OK_API_IBGE
270790;2707909;Santa Luzia do Norte;AL;OK_API_IBGE
270800;2708006;Santana do Ipanema;AL;OK_API_IBGE
270810;2708105;Santana do Mundaú;AL;OK_API_IBGE
270820;2708204;São Brás;AL;OK_API_IBGE
270830;2708303;São José da Laje;AL;OK_API_IBGE
270840;2708402;São José da Tapera;AL;OK_API_IBGE
270850;2708501;São Luís do Quitunde;AL;OK_API_IBGE
270860;2708600;São Miguel dos Campos;AL;OK_API_IBGE
270870;2708709;São Miguel dos Milagres;AL;OK_API_IBGE
270880;2708808;São Sebastião;AL;OK_API_IBGE
270890;2708907;Satuba;AL;OK_API_IBGE
270895;2708956;Senador Rui Palmeira;AL;OK_API_IBGE
270900;2709004;Tanque d'Arca;AL;OK_API_IBGE
270910;2709103;Taquarana;AL;OK_API_IBGE
270915;2709152;Teotônio Vilela;AL;OK_API_IBGE
270920;2709202;Traipu;AL;OK_API_IBGE
270930;2709301;União dos Palmares;AL;OK_API_IBGE
270940;2709400;Viçosa;AL;OK_API_IBGE
280010;2800100;Amparo do São Francisco;SE;OK_API_IBGE
280020;2800209;Aquidabã;SE;OK_API_IBGE
280030;2800308;Aracaju;SE;OK_API_IBGE
280040;2800407;Arauá;SE;OK_API_IBGE
280050;2800506;Areia Branca;SE;OK_API_IBGE
280060;2800605;Barra dos Coqueiros;SE;OK_API_IBGE
280067;2800670;Boquim;SE;OK_API_IBGE
280070;2800704;Brejo Grande;SE;OK_API_IBGE
280100;2801009;Campo do Brito;SE;OK_API_IBGE
280110;2801108;Canhoba;SE;OK_API_IBGE
280120;2801207;Canindé de São Francisco;SE;OK_API_IBGE
280130;2801306;Capela;SE;OK_API_IBGE
280140;2801405;Carira;SE;OK_API_IBGE
280150;2801504;Carmópolis;SE;OK_API_IBGE
280160;2801603;Cedro de São João;SE;OK_API_IBGE
280170;2801702;Cristinápolis;SE;OK_API_IBGE
280190;2801900;Cumbe;SE;OK_API_IBGE
280200;2802007;Divina Pastora;SE;OK_API_IBGE
280210;2802106;Estância;SE;OK_API_IBGE
280230;2802304;Frei Paulo;SE;OK_API_IBGE
280240;2802403;Gararu;SE;OK_API_IBGE
280250;2802502;General Maynard;SE;OK_API_IBGE
280270;2802700;Ilha das Flores;SE;OK_API_IBGE
280280;2802809;Indiaroba;SE;OK_API_IBGE
280290;2802908;Itabaiana;SE;OK_API_IBGE
280300;2803005;Itabaianinha;SE;OK_API_IBGE
280310;2803104;Itabi;SE;OK_API_IBGE
280320;2803203;Itaporanga d'Ajuda;SE;OK_API_IBGE
280330;2803302;Japaratuba;SE;OK_API_IBGE
280340;2803401;Japoatã;SE;OK_API_IBGE
280350;2803500;Lagarto;SE;OK_API_IBGE
280360;2803609;Laranjeiras;SE;OK_API_IBGE
280390;2803906;Malhador;SE;OK_API_IBGE
280400;2804003;Maruim;SE;OK_API_IBGE
280410;2804102;Moita Bonita;SE;OK_API_IBGE
280420;2804201;Monte Alegre de Sergipe;SE;OK_API_IBGE
280430;2804300;Muribeca;SE;OK_API_IBGE
280440;2804409;Neópolis;SE;OK_API_IBGE
280445;2804458;Nossa Senhora Aparecida;SE;OK_API_IBGE
280450;2804508;Nossa Senhora da Glória;SE;OK_API_IBGE
280460;2804607;Nossa Senhora das Dores;SE;OK_API_IBGE
280470;2804706;Nossa Senhora de Lourdes;SE;OK_API_IBGE
280480;2804805;Nossa Senhora do Socorro;SE;OK_API_IBGE
280490;2804904;Pacatuba;SE;OK_API_IBGE
280500;2805000;Pedra Mole;SE;OK_API_IBGE
280510;2805109;Pedrinhas;SE;OK_API_IBGE
280520;2805208;Pinhão;SE;OK_API_IBGE
280530;2805307;Pirambu;SE;OK_API_IBGE
280540;2805406;Poço Redondo;SE;OK_API_IBGE
280550;2805505;Poço Verde;SE;OK_API_IBGE
280560;2805604;Porto da Folha;SE;OK_API_IBGE
280570;2805703;Propriá;SE;OK_API_IBGE
280580;2805802;Riachão do Dantas;SE;OK_API_IBGE
280590;2805901;Riachuelo;SE;OK_API_IBGE
280600;2806008;Ribeirópolis;SE;OK_API_IBGE
280610;2806107;Rosário do Catete;SE;OK_API_IBGE
280620;2806206;Salgado;SE;OK_API_IBGE
280630;2806305;Santa Luzia do Itanhy;SE;OK_API_IBGE
280640;2806404;Santana do São Francisco;SE;OK_API_IBGE
280650;2806503;Santa Rosa de Lima;SE;OK_API_IBGE
280660;2806602;Santo Amaro das Brotas;SE;OK_API_IBGE
280670;2806701;São Cristóvão;SE;OK_API_IBGE
280680;2806800;São Domingos;SE;OK_API_IBGE
280690;2806909;São Francisco;SE;OK_API_IBGE
280700;2807006;São Miguel do Aleixo;SE;OK_API_IBGE
280710;2807105;Simão Dias;SE;OK_API_IBGE
280720;2807204;Siriri;SE;OK_API_IBGE
280740;2807402;Tobias Barreto;SE;OK_API_IBGE
280750;2807501;Tomar do Geru;SE;OK_API_IBGE
280760;2807600;Umbaúba;SE;OK_API_IBGE
290010;2900108;Abaíra;BA;OK_API_IBGE
290020;2900207;Abaré;BA;OK_API_IBGE
290030;2900306;Acajutiba;BA;OK_API_IBGE
290035;2900355;Adustina;BA;OK_API_IBGE
290040;2900405;Água Fria;BA;OK_API_IBGE
290050;2900504;Érico Cardoso;BA;OK_API_IBGE
290060;2900603;Aiquara;BA;OK_API_IBGE
290070;2900702;Alagoinhas;BA;OK_API_IBGE
290080;2900801;Alcobaça;BA;OK_API_IBGE
290090;2900900;Almadina;BA;OK_API_IBGE
290100;2901007;Amargosa;BA;OK_API_IBGE
290110;2901106;Amélia Rodrigues;BA;OK_API_IBGE
290120;2901205;Anagé;BA;OK_API_IBGE
290130;2901304;Andaraí;BA;OK_API_IBGE
290135;2901353;Andorinha;BA;OK_API_IBGE
290140;2901403;Angical;BA;OK_API_IBGE
290150;2901502;Anguera;BA;OK_API_IBGE
290160;2901601;Antas;BA;OK_API_IBGE
290170;2901700;Antônio Cardoso;BA;OK_API_IBGE
290180;2901809;Antônio Gonçalves;BA;OK_API_IBGE
290190;2901908;Aporá;BA;OK_API_IBGE
290195;2901957;Apuarema;BA;OK_API_IBGE
290200;2902005;Aracatu;BA;OK_API_IBGE
290205;2902054;Araçás;BA;OK_API_IBGE
290210;2902104;Araci;BA;OK_API_IBGE
290220;2902203;Aramari;BA;OK_API_IBGE
290225;2902252;Arataca;BA;OK_API_IBGE
290230;2902302;Aratuípe;BA;OK_API_IBGE
290240;2902401;Aurelino Leal;BA;OK_API_IBGE
290250;2902500;Baianópolis;BA;OK_API_IBGE
290260;2902609;Baixa Grande;BA;OK_API_IBGE
290265;2902658;Banzaê;BA;OK_API_IBGE
290270;2902708;Barra;BA;OK_API_IBGE
290280;2902807;Barra da Estiva;BA;OK_API_IBGE
290290;2902906;Barra do Choça;BA;OK_API_IBGE
290300;2903003;Barra do Mendes;BA;OK_API_IBGE
290310;2903102;Barra do Rocha;BA;OK_API_IBGE
290320;2903201;Barreiras;BA;OK_API_IBGE
290323;2903235;Barro Alto;BA;OK_API_IBGE
290327;2903276;Barrocas;BA;OK_API_IBGE
290330;2903300;Barro Preto;BA;OK_API_IBGE
290340;2903409;Belmonte;BA;OK_API_IBGE
290350;2903508;Belo Campo;BA;OK_API_IBGE
290360;2903607;Biritinga;BA;OK_API_IBGE
290370;2903706;Boa Nova;BA;OK_API_IBGE
290380;2903805;Boa Vista do Tupim;BA;OK_API_IBGE
290390;2903904;Bom Jesus da Lapa;BA;OK_API_IBGE
290395;2903953;Bom Jesus da Serra;BA;OK_API_IBGE
290400;2904001;Boninal;BA;OK_API_IBGE
290405;2904050;Bonito;BA;OK_API_IBGE
290410;2904100;Boquira;BA;OK_API_IBGE
290420;2904209;Botuporã;BA;OK_API_IBGE
290430;2904308;Brejões;BA;OK_API_IBGE
290440;2904407;Brejolândia;BA;OK_API_IBGE
290450;2904506;Brotas de Macaúbas;BA;OK_API_IBGE
290460;2904605;Brumado;BA;OK_API_IBGE
290470;2904704;Buerarema;BA;OK_API_IBGE
290480;2904803;Caatiba;BA;OK_API_IBGE
290485;2904852;Cabaceiras do Paraguaçu;BA;OK_API_IBGE
290490;2904902;Cachoeira;BA;OK_API_IBGE
290500;2905008;Caculé;BA;OK_API_IBGE
290510;2905107;Caém;BA;OK_API_IBGE
290515;2905156;Caetanos;BA;OK_API_IBGE
290520;2905206;Caetité;BA;OK_API_IBGE
290530;2905305;Cafarnaum;BA;OK_API_IBGE
290540;2905404;Cairu;BA;OK_API_IBGE
290550;2905503;Caldeirão Grande;BA;OK_API_IBGE
290560;2905602;Camacan;BA;OK_API_IBGE
290570;2905701;Camaçari;BA;OK_API_IBGE
290580;2905800;Camamu;BA;OK_API_IBGE
290590;2905909;Campo Alegre de Lourdes;BA;OK_API_IBGE
290600;2906006;Campo Formoso;BA;OK_API_IBGE
290620;2906204;Canarana;BA;OK_API_IBGE
290630;2906303;Canavieiras;BA;OK_API_IBGE
290640;2906402;Candeal;BA;OK_API_IBGE
290650;2906501;Candeias;BA;OK_API_IBGE
290660;2906600;Candiba;BA;OK_API_IBGE
290670;2906709;Cândido Sales;BA;OK_API_IBGE
290680;2906808;Cansanção;BA;OK_API_IBGE
290682;2906824;Canudos;BA;OK_API_IBGE
290685;2906857;Capela do Alto Alegre;BA;OK_API_IBGE
290687;2906873;Capim Grosso;BA;OK_API_IBGE
290689;2906899;Caraíbas;BA;OK_API_IBGE
290690;2906907;Caravelas;BA;OK_API_IBGE
290700;2907004;Cardeal da Silva;BA;OK_API_IBGE
290710;2907103;Carinhanha;BA;OK_API_IBGE
290720;2907202;Casa Nova;BA;OK_API_IBGE
290730;2907301;Castro Alves;BA;OK_API_IBGE
290740;2907400;Catolândia;BA;OK_API_IBGE
